24, 460, 0, 540, 1, 582, 0, 9, 0, 0, 0, 224, 0, 54, 0, 570, 1, 604, 160, 93, 0, 3, 0, 2, 1, 8, 0, 6, 0, 8, 0, 13, 0, 8, 0, 29, 2, 29, 0, 10, 5, 133, 0, 1, 0, 5, 0, 17, 0, 10, 0, 4, 7, 82, 1, 5, 1, 2, 5, 10, 0, 7, 0, 1, 0, 4, 0, 4, 1, 5, 3, 24, 2, 325, 0, 693, 4, 85, 0, 0, 0, 0, 2, 30, 0, 2, 0, 491, 0, 193, 7, 12, 0, 1, 1, 32, 0, 0, 0, 0, 0, 0, 2, 7, 0, 7, 1, 2, 1, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 3, 6, 0, 1, 0, 0, 0, 3, 0, 3, 0, 0, 0, 11, 0, 150, 0, 491, 0, 0, 0, 1, 0, 0, 0, 0, 0, 25, 0, 831, 2, 232, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2, 25, 0, 9, 2, 17, 0, 1, 0, 0, 2, 20, 2, 28, 0, 27, 1, 86, 2, 5, 1, 1, 0, 0, 0, 1, 0, 0, 0, 5, 2, 7, 0, 0, 0, 5, 0, 15, 0, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 175, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 4, 0, 1
78, 520, 0, 523, 37, 328, 0, 5, 0, 0, 9, 335, 33, 97, 0, 555, 35, 897, 210, 126, 0, 22, 4, 10, 5, 1, 0, 5, 0, 27, 10, 53, 0, 18, 0, 10, 12, 27, 0, 24, 47, 130, 0, 0, 0, 1, 0, 73, 1, 24, 0, 28, 16, 250, 10, 27, 5, 29, 35, 38, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0, 11, 6, 0, 251, 0, 131, 16, 38, 0, 0, 0, 0, 8, 32, 2, 1, 0, 8, 3, 127, 14, 45, 0, 3, 3, 21, 0, 3, 0, 0, 0, 3, 0, 11, 0, 3, 2, 5, 0, 0, 0, 2, 9, 4, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 5, 4, 4, 3, 0, 1, 2, 11, 0, 0, 0, 0, 1, 10, 1, 3, 0, 1, 1, 7, 0, 110, 0, 53, 3, 2, 0, 4, 0, 0, 0, 0, 0, 20, 0, 373, 0, 151, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 3, 0, 3, 1, 3, 3, 70, 0, 12, 1, 17, 0, 4, 0, 0, 3, 18, 14, 60, 0, 79, 5, 184, 2, 15, 9, 2, 4, 5, 0, 0, 0, 0, 0, 3, 2, 12, 0, 1, 3, 10, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 83, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0, 12, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 15, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0
464, 1289, 0, 352, 49, 157, 1, 4, 0, 0, 2, 372, 13, 84, 0, 434, 354, 1786, 184, 284, 2, 9, 52, 23, 32, 1, 0, 27, 1, 14, 2, 77, 2, 98, 0, 66, 9, 70, 0, 132, 68, 135, 0, 0, 0, 10, 0, 44, 1, 27, 3, 40, 191, 566, 22, 49, 30, 49, 89, 51, 0, 3, 0, 2, 1, 1, 4, 23, 1, 20, 8, 36, 95, 138, 0, 260, 109, 21, 0, 0, 0, 0, 8, 14, 0, 0, 2, 23, 49, 79, 83, 132, 0, 3, 2, 10, 0, 0, 0, 0, 0, 4, 2, 27, 0, 2, 35, 17, 0, 1, 2, 14, 63, 13, 0, 0, 0, 0, 2, 4, 1, 1, 0, 1, 28, 16, 1, 20, 1, 14, 17, 24, 0, 0, 0, 0, 1, 30, 0, 8, 1, 6, 2, 4, 45, 69, 2, 23, 0, 4, 0, 9, 0, 0, 0, 0, 90, 15, 0, 371, 45, 86, 1, 16, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 21, 2, 13, 0, 1, 54, 122, 3, 14, 19, 42, 0, 2, 0, 0, 5, 10, 12, 70, 0, 116, 50, 203, 6, 51, 3, 2, 9, 1, 0, 0, 0, 0, 0, 1, 2, 42, 0, 20, 13, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 2, 0, 0, 0, 1, 0, 2, 89, 8, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 0, 20, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21, 0, 0, 1, 0
339, 1651, 25, 361, 241, 252, 14, 1, 0, 0, 11, 380, 58, 245, 16, 458, 227, 2352, 365, 389, 32, 33, 331, 54, 151, 2, 0, 14, 1, 25, 27, 173, 15, 87, 2, 186, 32, 167, 41, 155, 321, 268, 0, 2, 0, 4, 5, 56, 16, 132, 8, 114, 166, 964, 127, 123, 64, 76, 333, 94, 0, 6, 0, 2, 2, 4, 26, 39, 22, 40, 44, 98, 20, 116, 0, 134, 83, 39, 0, 0, 0, 0, 7, 13, 26, 1, 0, 3, 12, 91, 99, 176, 6, 0, 9, 15, 0, 0, 0, 0, 2, 7, 3, 22, 2, 3, 15, 14, 1, 3, 0, 1, 313, 15, 0, 0, 0, 0, 3, 6, 10, 2, 0, 1, 35, 15, 6, 15, 3, 2, 16, 13, 0, 0, 0, 0, 0, 22, 1, 12, 0, 4, 36, 6, 3, 79, 0, 22, 29, 3, 1, 8, 0, 0, 0, 0, 19, 81, 0, 166, 3, 105, 5, 10, 1, 0, 9, 0, 0, 0, 0, 0, 0, 0, 20, 98, 0, 2, 0, 2, 44, 136, 8, 37, 29, 32, 0, 0, 0, 0, 5, 7, 7, 119, 6, 99, 51, 281, 37, 63, 3, 4, 28, 5, 0, 1, 0, 0, 3, 1, 6, 75, 0, 26, 29, 33, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 7, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 6, 4, 0, 0, 0, 2, 0, 1, 1, 1, 8, 4, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 2, 18, 4, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 1, 0, 0
219, 1515, 13, 471, 241, 227, 14, 1, 0, 0, 3, 383, 58, 244, 1, 558, 81, 2359, 314, 267, 12, 31, 340, 51, 117, 3, 0, 5, 0, 29, 24, 107, 2, 77, 3, 87, 19, 85, 13, 122, 324, 316, 0, 3, 0, 1, 1, 62, 64, 140, 3, 128, 99, 780, 52, 133, 41, 78, 309, 108, 0, 2, 0, 0, 1, 0, 33, 18, 9, 22, 15, 58, 11, 123, 0, 267, 66, 18, 0, 0, 0, 0, 5, 10, 22, 5, 1, 7, 5, 81, 85, 231, 1, 3, 15, 13, 0, 0, 0, 0, 0, 6, 9, 15, 1, 29, 15, 22, 0, 2, 2, 0, 323, 6, 0, 0, 0, 0, 4, 3, 7, 2, 0, 2, 36, 11, 10, 16, 3, 2, 20, 28, 0, 0, 0, 0, 0, 12, 0, 12, 1, 21, 21, 28, 3, 61, 2, 44, 32, 7, 0, 2, 0, 0, 0, 0, 24, 115, 0, 355, 4, 131, 5, 4, 1, 0, 10, 1, 0, 0, 0, 0, 0, 0, 54, 74, 1, 3, 1, 0, 28, 145, 3, 134, 41, 40, 0, 1, 0, 0, 3, 8, 9, 105, 1, 104, 36, 339, 34, 70, 2, 11, 29, 6, 0, 6, 0, 0, 1, 3, 14, 50, 1, 14, 24, 24, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 4, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 11, 0, 0, 0, 0, 0, 1, 0, 1, 19, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18, 5, 18, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 1, 6, 1, 14, 0, 1
15, 522, 0, 1337, 54, 337, 34, 113, 0, 19, 5, 498, 17, 272, 0, 1293, 0, 397, 30, 90, 1, 7, 33, 17, 15, 92, 0, 2, 1, 40, 6, 31, 0, 9, 0, 4, 1, 18, 0, 16, 68, 220, 0, 16, 0, 2, 14, 195, 8, 32, 0, 11, 1, 124, 12, 27, 10, 5, 15, 11, 0, 17, 0, 0, 0, 6, 0, 5, 0, 2, 0, 7, 0, 58, 0, 600, 40, 24, 0, 0, 0, 0, 0, 0, 0, 8, 0, 121, 0, 35, 2, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 4, 0, 20, 0, 0, 0, 0, 39, 22, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 20, 1, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 8, 0, 34, 0, 122, 1, 18, 0, 0, 0, 0, 0, 1, 17, 106, 0, 795, 0, 52, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 1, 0, 0, 0, 19, 1, 5, 2, 8, 0, 0, 0, 0, 0, 0, 0, 7, 0, 5, 0, 53, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
40, 220, 1, 1490, 28, 625, 32, 189, 0, 44, 8, 728, 1, 290, 0, 2063, 10, 195, 56, 85, 9, 12, 49, 59, 57, 129, 0, 2, 2, 37, 10, 27, 0, 8, 0, 25, 4, 43, 1, 44, 79, 554, 0, 21, 0, 1, 13, 256, 13, 60, 7, 44, 8, 143, 16, 47, 12, 15, 48, 43, 0, 9, 0, 1, 0, 11, 7, 12, 0, 2, 0, 23, 14, 43, 0, 903, 36, 72, 0, 0, 0, 0, 1, 0, 0, 3, 0, 146, 7, 8, 2, 13, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 7, 0, 1, 1, 0, 1, 0, 0, 70, 76, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 6, 13, 9, 2, 0, 1, 2, 4, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 6, 1, 0, 139, 1, 6, 0, 0, 0, 0, 0, 1, 11, 165, 0, 860, 7, 33, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 22, 0, 1, 0, 1, 0, 4, 8, 2, 3, 10, 0, 0, 0, 0, 0, 1, 0, 13, 0, 3, 2, 15, 1, 0, 0, 0, 3, 1, 0, 0, 0, 0, 1, 0, 0, 5, 0, 1, 7, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
59, 233, 0, 1328, 46, 1135, 23, 245, 0, 112, 6, 662, 10, 420, 0, 2583, 2, 195, 69, 128, 2, 17, 94, 34, 83, 209, 0, 4, 8, 25, 21, 41, 0, 12, 1, 30, 12, 42, 2, 44, 101, 828, 0, 15, 0, 4, 18, 261, 35, 56, 0, 57, 4, 161, 31, 37, 13, 13, 83, 19, 0, 7, 0, 1, 2, 5, 2, 8, 0, 6, 1, 7, 1, 21, 0, 275, 63, 180, 0, 0, 0, 0, 2, 3, 0, 4, 0, 4, 1, 7, 4, 35, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 5, 0, 6, 0, 0, 0, 0, 104, 82, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 6, 6, 2, 1, 4, 13, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 4, 0, 1, 0, 2, 0, 11, 1, 2, 0, 0, 0, 0, 42, 142, 0, 461, 1, 4, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 25, 27, 0, 0, 0, 1, 2, 10, 0, 10, 8, 31, 0, 2, 0, 0, 0, 2, 2, 14, 0, 16, 1, 29, 2, 2, 0, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 10, 0, 0, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
50, 384, 2, 947, 36, 1385, 13, 265, 0, 143, 1, 649, 0, 428, 0, 2391, 1, 407, 52, 124, 2, 10, 55, 23, 66, 245, 0, 3, 4, 56, 1, 24, 1, 5, 0, 18, 6, 38, 1, 36, 44, 1020, 0, 34, 0, 2, 14, 320, 15, 40, 1, 53, 7, 288, 15, 47, 6, 15, 46, 30, 0, 19, 0, 11, 5, 23, 4, 6, 1, 3, 3, 3, 0, 25, 0, 502, 45, 204, 0, 0, 0, 0, 5, 4, 0, 7, 0, 1, 0, 9, 3, 49, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 13, 0, 4, 0, 0, 0, 0, 88, 119, 0, 0, 0, 0, 2, 4, 0, 0, 0, 0, 0, 3, 3, 6, 3, 4, 0, 18, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 4, 0, 3, 0, 17, 2, 2, 0, 0, 0, 0, 25, 162, 0, 580, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 22, 0, 0, 0, 0, 1, 6, 1, 12, 3, 72, 0, 1, 0, 0, 0, 2, 0, 5, 0, 36, 1, 47, 2, 1, 1, 0, 0, 0, 0, 1, 0, 0, 3, 2, 1, 9, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20, 311, 4, 927, 8, 1486, 6, 229, 0, 258, 4, 754, 0, 197, 0, 2775, 1, 238, 49, 130, 1, 18, 21, 83, 71, 280, 0, 8, 2, 74, 0, 32, 0, 22, 2, 34, 7, 47, 1, 63, 28, 1304, 1, 39, 0, 13, 4, 362, 0, 44, 0, 92, 8, 237, 5, 31, 5, 7, 30, 73, 1, 30, 1, 2, 5, 11, 1, 15, 0, 1, 5, 5, 0, 34, 0, 253, 10, 155, 0, 0, 0, 0, 1, 5, 0, 3, 0, 11, 1, 13, 0, 28, 0, 6, 0, 0, 0, 1, 0, 0, 0, 1, 0, 17, 0, 9, 0, 4, 0, 1, 0, 2, 69, 179, 0, 0, 0, 0, 3, 10, 0, 0, 0, 0, 0, 4, 0, 13, 0, 3, 0, 10, 0, 0, 1, 2, 0, 1, 0, 0, 0, 2, 0, 1, 0, 4, 0, 4, 0, 6, 0, 5, 0, 1, 0, 2, 0, 141, 0, 472, 0, 12, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 61, 0, 0, 0, 0, 0, 2, 0, 5, 0, 84, 1, 3, 0, 0, 0, 6, 0, 10, 0, 38, 0, 25, 0, 2, 0, 1, 1, 1, 0, 1, 0, 0, 1, 2, 0, 9, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
